BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
BALUSSERI,Others,2024-05-26T11:13:27.35,Others,KOZHIKODE,1216110,Responded that 17th installment of PM kisan samman nidhi is not yet released ,Asked query related to PM Kisan Samman Nidhi scheme.,Government Schemes,NA,AGRICULTURE,KERALA,26,5,2024
BALUSSERI,Others,2024-05-26T13:50:28.777,Others,KOZHIKODE,1216120,"Responded that unable to check the beneficiary status due to technical issues. Call later.
","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,26,5,2024
VADAKARA,Others,2024-05-26T16:01:37.067,Others,KOZHIKODE,1216111,"Suggested to wait for pending installments.
","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,26,5,2024
KUNNUMMAL,Others,2024-05-26T17:24:17.99,Others,KOZHIKODE,1216106,Responded that 17th installment of PM kisan samman nidhi is not yet released ,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,26,5,2024
MELDAY,Vegetables,2024-05-27T13:57:24.35,Chillies,KOZHIKODE,1222147,Suggested to spray KNO3 3g per liters of water,Asked about not flowering in chillies,Nutrient Management,NA,HORTICULTURE,KERALA,27,5,2024
0   ,Others,2024-05-29T20:05:46.24,Others,KOZHIKODE,1229171,Kindly call 18001801551 if you have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,29,5,2024
VADAKARA,Others,2024-05-30T12:35:07.757,Others,KOZHIKODE,1232401,Suggested to wait for some time,Asked about PM Kisan ,Government Schemes,NA,AGRICULTURE,KERALA,30,5,2024
KUNNUMMAL,Condiments and Spices,2024-05-30T13:20:59.04,Pepper,KOZHIKODE,1232393,"Polythene bags filled with solarized potting mixture or soil, granite powder and farmyard manure in 2:1:1 proportion is recommended for producing disease free rooted cuttings. The rooted nodes will produce new sprouts in a week time and will be ready for field planting in two-three months time.",Asked about bush pepper cultivation ,Cultural Practices,NA,HORTICULTURE,KERALA,30,5,2024
0   ,Others,2024-05-31T11:57:41.243,Others,KOZHIKODE,1240269,Kindly call 18001801551 if have any queries related to agriculture.,Irrelevant call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,31,5,2024
0   ,Others,2024-05-31T13:06:49.163,Others,KOZHIKODE,1240305,Kindly call 18001801551 if have any queries related to agriculture.,Irrelevant call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,31,5,2024
VADAKARA,Plantation Crops,2024-05-31T17:54:43.957,Coconut,KOZHIKODE,1242838,suggested to take pit size of 1m*1m*1m.pits have to filled with topsoil to a height 60cm below the ground level.spacing is 7.6m*7.6m,Asked about planting of coconut,Field Preparation,NA,HORTICULTURE,KERALA,31,5,2024
PONNANI,Others,2024-05-01T13:15:52.197,Others,MALAPPURAM,1046212,"Suggested Weather forecast Ponnani- There is no chances for rainfall today and in the next three days but partly cloudy weather will remain for today and tomorrow. Today's expected maximum temperature is  34°C and minimum temperature of 28°C and wind speed is likely to run at  21 kilometres per hour. 

",Farmer asked query on Weather,Weather,NA,AGRICULTURE,KERALA,1,5,2024
MANKADA,Vegetables,2024-05-01T19:32:11.447,Bhindi(Okra/Ladysfinger),MALAPPURAM,1048270,Suggested to spray urea 1g/L.,Asked about the management of nitrogen deficiency in Bhindi.,Nutrient Management,NA,HORTICULTURE,KERALA,1,5,2024
MANKADA,Others,2024-05-01T21:18:47.643,Others,MALAPPURAM,1048271,Kindly call 18001801551 if have any queries related to agriculture,"INCOMPLETE CALL
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,1,5,2024
MANKADA,Plantation Crops,2024-05-01T21:18:47.973,Arecanut,MALAPPURAM,1048272,spacing of Arecanut is 2.7*2.7m,Asked about the spacing of Arecanut.,Field Preparation,NA,HORTICULTURE,KERALA,1,5,2024
WANDOOR,Others,2024-05-02T19:02:41.097,Others,MALAPPURAM,1052039,Suggested to contact Krishibhavan.,Asked query related to PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,2,5,2024
0   ,Others,2024-05-03T12:36:26.363,Others,MALAPPURAM,1055120,Kindly call 18001801551 if have any queries related to agriculture.,Incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-03T16:03:57.847,Others,MALAPPURAM,1055121,Kindly call 18001801551 if you have any queries related to agriculture.,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-04T08:15:24.553,Others,MALAPPURAM,1061813,Kindly call 18001801551 if you have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,4,5,2024
0   ,Others,2024-05-04T10:05:03.203,Others,MALAPPURAM,1061827,"AIF survey
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,4,5,2024
0   ,Others,2024-05-04T11:04:46.46,Others,MALAPPURAM,1061840,Kindly call 18001801551 if have any queries related to agriculture.,AIF survey,Training and Exposure Visits,NA,AGRICULTURE,KERALA,4,5,2024
0   ,Others,2024-05-06T08:45:28.117,Others,MALAPPURAM,1073967,AIF Survey,AIF Survey,Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-06T10:41:04.813,Others,MALAPPURAM,1074014,"--Thank you for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-06T12:04:54.833,Others,MALAPPURAM,1074056,"--Thank you for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-06T12:07:52.533,Others,MALAPPURAM,1074057,AIF Survey,AIF Survey,Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
WANDOOR,Others,2024-05-06T16:12:21.673,Others,MALAPPURAM,1073943,Suggested to wait for pending installments.,Asked query related to PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-06T17:13:07.817,Others,MALAPPURAM,1074129,--Thankyou for your response,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-06T18:15:55.67,Others,MALAPPURAM,1074144,Thankyou for your response,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
MALAPPURAM,Vegetables,2024-05-06T21:53:13.68,Amarphophallus (Surankand/Elephant Foot Yam),MALAPPURAM,1079498,"Suggested that for elephant foot yam, apply lime @ 1 kg for a cent during land preparation. Apply organic manure @ 2.5 Kg per plant at planting time. Apply 440g Urea, 1100g Raj phos and 500g Potash for a cent at 45 days after planting. Apply 150g Urea for a cent at veining stage. Apply 450g Urea and 500g Potash for a cent at 75 days after planting.",Asked about nutrient management in elephant foot yam,Nutrient Management,NA,HORTICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-07T09:24:38.303,Others,MALAPPURAM,1082074,Thank you for your response,AIF Survey,Government Schemes,NA,AGRICULTURE,KERALA,7,5,2024
0   ,Others,2024-05-07T10:19:55.183,Others,MALAPPURAM,1082095,AIF Survey,AIF Survey,Government Schemes,NA,AGRICULTURE,KERALA,7,5,2024
0   ,Others,2024-05-07T10:34:21.52,Others,MALAPPURAM,1082101,Thank you for your response,AIF Survey,Government Schemes,NA,AGRICULTURE,KERALA,7,5,2024
MUVATTUPUZHA,Fruits,2024-06-13T14:23:36.85,Banana,ERNAKULAM,1348407,Suggested to apply Actara insecticide 0.5g/L,Asked about the Actara insecticide dosage per litre,	Plant Protection	,NA,HORTICULTURE,KERALA,13,6,2024
VAZHAKKULAM,Vegetables,2024-06-13T15:43:21.517,Cowpea (Vegetable),ERNAKULAM,1348465,Suggested to spray Verticilium 20g/L.,Asked about the management of Aphids in Cowpea.,	Plant Protection	,NA,HORTICULTURE,KERALA,13,6,2024
MULANTHURUTHY,Plantation Crops,2024-06-14T12:25:16.507,Coconut,ERNAKULAM,1360060,"Recommended to apply Organic manure @ 25 kg/plant  every year. Open the coconut basin and apply Lime @ 1 kg at two weeks before fertilizer application. The first split has to be applied in April-June. The dosage is 500g Urea, 750g Rajphos and 1kg Potash per palm respectively. The second dose has to be applied in September-October and the dosage is 500g Urea, 750g Rrajphos, 1kg Potash per palm respectively.","Asked about nutrient management in coconut
",Nutrient Management,NA,HORTICULTURE,KERALA,14,6,2024
KOOVAPPADY,Vegetables,2024-06-14T16:20:06.193,Chillies,ERNAKULAM,1360071,Suggested to Spray lecanicillium lecanii 20g/L.,Asked about the management of Thrips in Chilli.,	Plant Protection	,NA,HORTICULTURE,KERALA,14,6,2024
KOOVAPPADY,Vegetables,2024-06-14T16:26:20.953,Chillies,ERNAKULAM,1360073,Suggested that the dosage of Insecticide Hilban 1ml/L,Asked about the Insecticide Hilban,	Plant Protection	,NA,HORTICULTURE,KERALA,14,6,2024
VYPEEN,Vegetables,2024-06-14T19:28:17.52,Drum Stick,ERNAKULAM,1360057,Drain the soil as far as possible and apply pseudomonas at root zone,Asked about water management of Drumstick,"Water Management, Micro Irrigation",NA,HORTICULTURE,KERALA,14,6,2024
KOOVAPPADY,Others,2024-06-17T12:04:30.16,Others,ERNAKULAM,1394197,"Honourable Prime Minister will release the 17th Installment of PM KISAN scheme on 18th June 2024.
","Asked about 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,17,6,2024
MUVATTUPUZHA,Others,2024-06-17T12:15:37.883,Others,ERNAKULAM,1394163,Suggested to give 15 days gap between liming and fertilizer application,Asked about time gap needed between liming and fertilizer application,Nutrient Management,NA,AGRICULTURE,KERALA,17,6,2024
0   ,Others,2024-06-17T16:53:58.557,Others,ERNAKULAM,1394219,Kindly call 18001801551 if have any queries related to agriculture.,"Incomplete call
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,17,6,2024
MUVATTUPUZHA,Others,2024-06-17T17:23:58.543,Others,ERNAKULAM,1394222,Suggested to wait for the installments.,"
Asked to check beneficiary status in PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,17,6,2024
VAZHAKKULAM,Plantation Crops,2024-06-18T09:27:43.4,Coconut,ERNAKULAM,1405915,"Recommended to apply Organic manure @ 25 kg/plant  every year. Open the coconut basin and apply Lime @ 1 kg has to be applied in acid soils two weeks before of fertilizer application.The first split has to be applied in April-June. The dosage is 500 gram urea, 750 gram rajphos, 1  kg Potash per palm respectively. The second dose has to apply in September-October and the dosage is 500 gram urea, 750 gram raj phos, 1kg Potash per palm respectively.
","Asked about nutrient management in coconut
",Nutrient Management,NA,HORTICULTURE,KERALA,18,6,2024
VAZHAKKULAM,Others,2024-06-19T15:07:43.9,Others,ERNAKULAM,1428847,"
Unable to check the beneficiary status due to server issues. Kindly call again later. 
",Asked to check beneficiary status in PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
ANGAMALI,Others,2024-06-19T20:12:39.25,Others,ERNAKULAM,1424656,Kindly call 18001801551 if you have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,19,6,2024
VAZHAKKULAM,Plantation Crops,2024-06-20T09:58:14.993,Arecanut,ERNAKULAM,1446939,"Recommended to apply Organic manure @ 12 kg/plant every year. Apply lime @ 500 g per plant at two weeks ahead of fertilizer application.The first split has to be applied in April-June. The dosage is 110 gram Urea, 110 gram Raj phos and 120 gram Potash respectively. The second dose has to be applied in September-October and the dosage is 110 gram Urea, 110 gram Rajphos and 120 gram Potash respectively.

","Asked about nutrient management in mature arecanut
",Nutrient Management,NA,HORTICULTURE,KERALA,20,6,2024
MUVATTUPUZHA,Others,2024-06-20T12:27:02.333,Others,ERNAKULAM,1452327,Suggested to contact  Krishibhavan,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,20,6,2024
VAZHAKKULAM,Others,2024-06-20T13:04:37.503,Others,ERNAKULAM,1452309,Suggested that pending installment will be credit soon,"Asked about the PM Kisan Samman Nidhi scheme

",Government Schemes,NA,AGRICULTURE,KERALA,20,6,2024
ANGAMALI,Others,2024-06-20T19:49:50.203,Others,ERNAKULAM,1458576,"Weather forecast for district, Angamaly, Kerala. There is a chance for rainfall today and upcoming days. Today's maximum temperature is 27°C and minimum temperature is 24°C.Wind is expected to run at 3km/hr. Schedule agriculture operations as per the weather forecast.",Farmer asked query on Weather,Weather,NA,AGRICULTURE,KERALA,20,6,2024
MUVATTUPUZHA,Condiments and Spices,2024-06-21T09:35:31.063,Pepper,ERNAKULAM,1463853,"suggested to contact District Agrl Farm, Neriyamangalam:Phone no: +91485 2554416
State Seed Farm, Aluva:Phone no: +91-9447465365
State Seed Farm, Okkal:Phone no: +91-9447388326
Krishi Vigyan Kendra,Njarackal, Kochi,Phone: 0484 249 2450",Asked about availability of blackpepper variety,Seeds and Planting Material,NA,HORTICULTURE,KERALA,21,6,2024
MUVATTUPUZHA,Others,2024-06-21T09:51:32.257,Others,ERNAKULAM,1463826,"Suggested to contact with OTP.
","Asked about the PM Kisan Samman Nidhi scheme

",Government Schemes,NA,AGRICULTURE,KERALA,21,6,2024
ALANGAD,Others,2024-06-21T11:54:05.437,Others,ERNAKULAM,1468978,Unable to check the beneficiary status due to technical issues. Kindly call again later,"Asked about 17th installment of PM KISAN Samman Nidhi
",Government Schemes,NA,AGRICULTURE,KERALA,21,6,2024
MULANTHURUTHY,Fruits,2024-06-21T12:23:47.563,Banana,ERNAKULAM,1468956,suggested to drench soil with copperoxychloride 2g per liter of water,Asked about management of fusarium wilt in banana,	Plant Protection	,NA,HORTICULTURE,KERALA,21,6,2024
0   ,Others,2024-06-22T09:00:38.333,Others,ERNAKULAM,1480359,AIF SURVEY,AIF SURVEY,Government Schemes,NA,AGRICULTURE,KERALA,22,6,2024
KOOVAPPADY,Condiments and Spices,2024-06-22T10:44:25.63,Nutmeg,ERNAKULAM,1480336,Suggested to apply borax only 50g in nutmeg,Asked about borax application in nutmeg,Nutrient Management,NA,HORTICULTURE,KERALA,22,6,2024
KOOVAPPADY,Vegetables,2024-06-22T12:05:03.197,Chillies,ERNAKULAM,1487029,Suggested to spray dimethoate 2 ml per liters of water in chilli leaves,Asked about management of leaf curl disease in chillies,	Plant Protection	,NA,HORTICULTURE,KERALA,22,6,2024
MULANTHURUTHY,Others,2024-06-23T11:41:43.003,Others,ERNAKULAM,1495569,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,23,6,2024
MUVATTUPUZHA,Others,2024-06-23T12:00:56.507,Others,ERNAKULAM,1495650,Kindly call 18001801551 if have any queries related to agriculture.,Blank  call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,23,6,2024
KOTHAMANGALAM,Others,2024-06-23T12:13:04.79,Others,ERNAKULAM,1501521,Kindly wait for further installments,"Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,23,6,2024
ANGAMALI,Others,2024-06-25T18:28:59.857,Others,ERNAKULAM,1522920,"Weather forecast Kalady, Kerala- There is 100% chance for rainfall today and upcoming days but partly cloudy weather will remain. Today's expected maximum temperature is  28°C and minimum temperature of 24°C and wind speed is likely to run at 6 kilometres per hour. Schedule the agricultural operations as per the weather forecast",Farmer asked query on Weather,Weather,NA,AGRICULTURE,KERALA,25,6,2024
0   ,Others,2024-06-26T08:36:53.95,Others,ERNAKULAM,1529579,AIF SURVEY,AIF SURVEY,Government Schemes,NA,AGRICULTURE,KERALA,26,6,2024
0   ,Others,2024-06-26T09:49:13.467,Others,ERNAKULAM,1529566,AIF SURVEY,AIF SURVEY,Government Schemes,NA,AGRICULTURE,KERALA,26,6,2024
PARAKKADAV,Others,2024-06-26T11:11:25.483,Others,ERNAKULAM,1529525,"REGISTRATION NUMBER- KL288737062
Responded that all the installment has been credited.
",Asked about not crediting installments of PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,26,6,2024
0   ,Others,2024-06-26T16:31:38.94,Others,ERNAKULAM,1538323,Kindly call 18001801551 if you have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,26,6,2024
0   ,Others,2024-06-26T16:56:47.42,Others,ERNAKULAM,1538324,Kindly call 18001801551 if have any queries related to agriculture.,Irrelevant call,Government Schemes,NA,AGRICULTURE,KERALA,26,6,2024
PALLURUTHY,Others,2024-06-26T20:43:43.27,Others,ERNAKULAM,1538306,"KB Kochi Corporation- 9383471169
Palluruthy/Vyttila ADA- 9383470937","Asked about updation of registration in PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,26,6,2024
0   ,Others,2024-06-27T12:17:07.057,Others,ERNAKULAM,1546959,"Kindly call 18001801551 if have any queries related to agriculture.

","Incomplete call

",Training and Exposure Visits,NA,AGRICULTURE,KERALA,27,6,2024
0   ,Fruits,2024-06-01T11:20:18.877,Mango,KANNUR,1247409,Suggested to spray Copper oxy chloride 2.5g per litre water,Asked about control of mango malformation,	Plant Protection	,NA,HORTICULTURE,KERALA,1,6,2024
0   ,Others,2024-06-03T16:46:50.727,Others,KANNUR,1264780,Kindly call 18001801551 if have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,3,6,2024
TALIPARAMBA,Others,2024-06-13T10:30:33.113,Others,KANNUR,1348434,Kindly call 18001801551 if have any queries related to agriculture.,Incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,13,6,2024
IRIKKUR,Others,2024-06-13T10:39:48.557,Others,KANNUR,1348479,"Due to scheduled maintenance, PMKISAN portal is not available.",Asked about PM Kisan ,Government Schemes,NA,AGRICULTURE,KERALA,13,6,2024
IRITTY,Others,2024-06-13T12:29:25.863,Others,KANNUR,1348475,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,13,6,2024
THALASSERY,Others,2024-06-13T16:03:37.87,Others,KANNUR,1348415,Kindly wait for further installments,"Asked about 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,13,6,2024
THALASSERY,Others,2024-06-13T18:37:02.3,Others,KANNUR,1348517,Kindly call 18001801551 if have any queries related to agriculture,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,13,6,2024
KUTHUPARAMBA,Fruits,2024-06-14T08:23:53.137,Banana,KANNUR,1360108,Spray sulphate of potash @ 15g/L,Asked about nutrient management after bunch emergence in banana,Nutrient Management,NA,HORTICULTURE,KERALA,14,6,2024
EDAKKAD,Vegetables,2024-06-14T13:32:04.103,Curry Leaf,KANNUR,1360068,Spray 18:18:18 OR 19:19:19 NPK fertilizer @ 5-10g/L,Asked about growth promoter for curry leaf,Nutrient Management,NA,HORTICULTURE,KERALA,14,6,2024
IRITTY,Others,2024-06-15T17:55:31.59,Others,KANNUR,1371310,Responded that unable to check the beneficiary status due to technical issues. Call later.,Asked to check beneficiary status in PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,15,6,2024
TALIPARAMBA,Others,2024-06-16T21:58:43.65,Others,KANNUR,1382686,Suggested to do ekyc.,Asked to check beneficiary status in PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,16,6,2024
TALIPARAMBA,Others,2024-06-18T13:58:10.037,Others,KANNUR,1409717, PMKISAN IT NO; 0471 2303990,"Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,18,6,2024
TALIPARAMBA,Others,2024-06-18T14:08:32.047,Others,KANNUR,1409749,Suggested to contact with OTP.,Asked to check beneficiary status in PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,18,6,2024
THALASSERY,Others,2024-06-19T09:03:02.937,Others,KANNUR,1428866,"Suggested to wait for 17th installment
","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
0   ,Others,2024-06-19T11:43:26.487,Others,KANNUR,1428976,Kindly call 18001801551 if you have any queries related to agriculture.,incomplete call,Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
IRITTY,Others,2024-06-19T18:43:58.1,Others,KANNUR,1428970,"Suggested to do land seeding 
REGISTRATION NUMBER- -KL212294992",Asked about not crediting installments of PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
TALIPARAMBA,Others,2024-06-19T18:44:18.593,Others,KANNUR,1428968,Payment processed for all the pending installments,"Asked about not crediting installments of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
KUTHUPARAMBA,Others,2024-06-19T19:34:41.777,Others,KANNUR,1428875,Payment Processed,"Asked about 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
KUTHUPARAMBA,Others,2024-06-19T19:34:53.85,Others,KANNUR,1428874,Suggested to wait for the installments.,Asked about the PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
PERAVOOR,Others,2024-06-20T08:11:59.51,Others,KANNUR,1444150,"Suggested weather forecast for district-Kannur, block-Peravoor. There is a high chance (more than 70 percent) for  rainfall in the next three days. Today's expected maximum temperature is  28°C and minimum temperature of 23°C and the wind is likely to run at 10 kilometers per hour. 
",Farmer asked query on Weather,Weather,NA,AGRICULTURE,KERALA,20,6,2024
0   ,Others,2024-06-20T13:12:46.987,Others,KANNUR,1452333,"Suggested to contact PM Kisan Nodal Office, Ph: 0471 2304022, 0471 2964022
Suggested to contact PM-Kisan Helpline No. 155261 / 011-24300606.

","Asked about the PM Kisan Samman Nidhi scheme

",Government Schemes,NA,AGRICULTURE,KERALA,20,6,2024
THALASSERY,Others,2024-06-20T15:14:42.447,Others,KANNUR,1452319,Kindly contact Krishi bhavan with land documents,"Asked about not crediting installments of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,20,6,2024
IRITTY,Others,2024-06-20T15:51:52.083,Others,KANNUR,1452299,"REGISTRATION NUMBER- KL162209735
All installments were credited. ",Asked about not crediting installments of PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,20,6,2024
IRIKKUR,Others,2024-06-21T11:04:20.283,Others,KANNUR,1468966,Unable to check the beneficiary status due to technical issues. Kindly call again later,"Asked about 17th installment of PM KISAN Samman Nidhi
",Government Schemes,NA,AGRICULTURE,KERALA,21,6,2024
KUTHUPARAMBA,Others,2024-06-21T12:40:46.44,Others,KANNUR,1468959,Call later with OTP,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,21,6,2024
KUTHUPARAMBA,Others,2024-06-21T12:49:55.93,Others,KANNUR,1469004,Kindly call again with OTP,"Asked about not crediting PM KISAN installments
",Government Schemes,NA,AGRICULTURE,KERALA,21,6,2024
THALASSERY,Fruits,2024-06-21T17:05:40.373,Sapota,KANNUR,1475484,Kindly call 18001801551 if have any queries related to agriculture.,Informed the growth of broken sapota plant,Cultural Practices,NA,HORTICULTURE,KERALA,21,6,2024
THALASSERY,Others,2024-06-25T14:54:15.007,Others,KANNUR,1516311,"Unable to check the beneficiary status due to server issues. Kindly call again later. 
",Asked about not crediting installments of PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,25,6,2024
0   ,Others,2024-06-25T15:31:08.323,Others,KANNUR,1516318,Kindly call 18001801551 if you have any queries related to agriculture.,"INCOMPLETE CALL
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,25,6,2024
0   ,Others,2024-06-25T16:14:40.25,Others,KANNUR,1516322,Suggested to call back for checking PM Kisan Samman Nidhi beneficiary status when having eKYC registered mobile number.,Asked about not crediting installments of PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,25,6,2024
TALIPARAMBA,Others,2024-06-26T11:30:53.72,Others,KANNUR,1529507,Unable to check the beneficiary status due to server issues. Kindly call again later. ,"Asked about not crediting installments of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,26,6,2024
PAYYANNUR,Vegetables,2024-06-26T18:38:07.197,"Colocasia (Arvi, Arbi)",KANNUR,1538287,The planting time for colocasia as rainfed crop: May-June,Asked about planting season of colocasia,Cultural Practices,NA,HORTICULTURE,KERALA,26,6,2024
0   ,Others,2024-06-26T19:53:48.243,Others,KANNUR,1538299,"Unable to check the beneficiary status due to server issues. Kindly call again later. 
","Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,26,6,2024
KUTHUPARAMBA,Others,2024-06-26T20:22:41.713,Others,KANNUR,1538274,Kindly call 18001801551 if have any queries related to agriculture.,"Blank call
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,26,6,2024
0   ,Others,2024-06-27T07:22:20.263,Others,KANNUR,1546945,suggested to call again with PMKISAN registered mobile number,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,27,6,2024
0   ,Others,2024-06-27T12:47:46.28,Others,KANNUR,1546973,"Suggested to call later as PM Kisan official site is not available to check beneficiary status.
","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,27,6,2024
EDAKKAD,Plantation Crops,2024-06-27T13:34:07.827,Coconut,KANNUR,1546948,"Nutrient management in mature coconut
Recommended to apply Organic manure @ 25 kg/plant  every year. Open the coconut basin and apply Lime @ 1 kg has to be applied in acid soils two weeks before of fertilizer application.The first split has to be applied in April-June. The dosage is 500 gram urea, 750 gram rajphos, 1  kg Potash per palm respectively. The second dose has to apply in September-October and the dosage is 500 gram urea, 750 gram raj phos, 1kg Potash per palm respectively.
OR
Recommended to apply lime @ 1Kg per palm per year at two weeks ahead of fertilizer application. Apply 750g Factomphos, 180g Urea and 1kg Potash per palm during April-June. Apply 750g Factomphos, 180g Urea and 1kg Potash per palm during September-October. Apply organic manure @ 25 Kg per plant per year.
","Asked about nutrient management in coconut
",Nutrient Management,NA,HORTICULTURE,KERALA,27,6,2024
0   ,Others,2024-06-27T13:58:52.83,Others,KANNUR,1546962,"Kindly wait for further installments.
","Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,27,6,2024
THALASSERY,Others,2024-06-27T14:26:08.907,Others,KANNUR,1546979,"Status: Verified By Sub-District/Block and Pending for Approval at District Level
Kindly contact Office of the Principal Agricultural Officer, Kannur- 9383472300, 0497-2706154","Asked about updation of registration in PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,27,6,2024
IRITTY,Plantation Crops,2024-06-27T14:48:01.44,Rubber,KANNUR,1546924,Swab ethephon @ 1ml/L on tapping panel,Asked about management of reduced latex in rubber,Nutrient Management,NA,HORTICULTURE,KERALA,27,6,2024
IRIKKUR,Others,2024-06-27T15:33:04.54,Others,KANNUR,1546984,Ekyc has been done successfully. Kindly call again after two weeks,"Asked about the 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,27,6,2024
PAYYANNUR,Others,2024-06-28T13:03:04.79,Others,KANNUR,1562456,"Suggested that 17th installment was credited.
Registration NO.: KL211735072
Name Of Farmer: SABU C J
Payment Status :17th installment payment done
Bank Name :CANARA BANK
UTR No. :5115923330
Payment Mode :Aadhar
Account Credited :******2710
Credited on :18/06/2024","Asked about not crediting installments of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,28,6,2024
